Country,,Children per Women,Fertility,Population,,Year
Bolivia,,3.27,76.8,10.1,,2008
Bosnia and Herzegovina,,1.3,15.2,6.62,,2008
Botswana,,2.89,48.8,10.4,,2008
Brazil,,1.82,75.7,8.63,,2008
British Virgin Islands,,,0,,,2008
Brunei,,1.82,24.1,9.18,,2008
Bulgaria,,1.47,45.4,5.36,,2008
Burkina Faso,,5.95,122,10.6,,2008
Burundi,,6.35,19.6,12.1,,2008
Cambodia,,2.95,38.2,11.1,,2008
Cameroon,,5.17,123,11,,2008
Canada,,1.64,12.9,6.45,,2008
Cape Verde,,2.75,76.6,12.2,,2008
Cayman Islands,,,31.7,,,2008
Central African Republic,,5.25,103,10.8,,2008
Chad,,6.7,154,10.8,,2008
Channel Islands,,1.43,9.3,5.57,,2008
Chile,,1.9,57.3,8.41,,2008
China,,1.59,8.7,7.59,,2008
Colombia,,2.04,71.8,9.29,,2008
Comoros,,4.99,55.3,10.9,,2008
"Congo, Dem. Rep.",,6.52,189,10.3,,2008
"Congo, Rep.",,4.97,116,9.88,,2008
Cook Is,,,0,,,2008
Costa Rica,,1.95,64.2,9.23,,2008
Cote d'Ivoire,,5.26,120,11.1,,2008
Croatia,,1.45,13.2,5.33,,2008
Cuba,,1.62,44.7,6.52,,2008
Curaçao,,,,6.99,,2008
Cyprus,,1.44,6.11,7.73,,2008
Czech Republic,,1.45,11.4,5.73,,2008
Denmark,,1.84,5.6,6.11,,2008
Djibouti,,3.4,21.6,10.6,,2008
Dominica,,,0,,,2008
Dominican Republic,,2.63,107,10.2,,2008
Ecuador,,2.68,81.9,9.65,,2008
Egypt,,3.11,44.2,10,,2008
El Salvador,,2.31,80.1,10.2,,2008
Equatorial Guinea,,5.29,120,9.24,,2008
Eritrea,,4.68,61.4,11.5,,2008
Estonia,,1.65,18.4,5.64,,2008
Eswatini,,3.61,77.5,12.1,,2008
Ethiopia,,5.06,62.7,10.9,,2008
Faeroe Islands,,,0,,,2008
Falkland Is (Malvinas),,,0,,,2008
Fiji,,2.7,44.3,9.39,,2008
Finland,,1.86,8.4,6.04,,2008
France,,1.99,6.72,5.8,,2008
French Guiana,,3.59,0,8.58,,2008
French Polynesia,,2.13,49.9,9.01,,2008
Gabon,,4.11,86.4,10.5,,2008
Gambia,,5.74,72.7,11.3,,2008
Georgia,,1.87,42.6,6.94,,2008
Germany,,1.38,8.94,5.07,,2008
Ghana,,4.31,67.6,10.6,,2008
Gibraltar,,,0,,,2008
Greece,,1.43,11.6,4.98,,2008
Greenland,,2.36,63,,,2008
Grenada,,2.26,39.6,9.61,,2008
Guadeloupe,,2.04,0,7.04,,2008
Guam,,2.5,50.9,8.77,,2008
Guatemala,,3.47,105,11,,2008
Guinea,,5.42,148,10.9,,2008
Guinea-Bissau,,5.11,105,11.1,,2008
Guyana,,2.68,62.6,10.7,,2008
Haiti,,3.41,44.3,10.7,,2008
Honduras,,2.98,90.2,10.8,,2008
"Hong Kong, China",,1.08,3.61,5.78,,2008
Hungary,,1.33,19.1,5.84,,2008
Iceland,,2.09,14.3,7.48,,2008
India,,2.67,81.7,9.62,,2008
Indonesia,,2.49,44,8.89,,2008
Iran,,1.77,27.7,10.3,,2008
Iraq,,4.56,93.1,10.5,,2008
Ireland,,2,16.4,6.16,,2008
Israel,,2.97,14,7.39,,2008
Italy,,1.42,6.79,4.58,,2008
Jamaica,,2.21,74.3,9.56,,2008
Japan,,1.36,5.43,4.61,,2008
Jordan,,3.68,25.4,10.3,,2008
Kazakhstan,,2.62,28.2,9.09,,2008
Kenya,,4.48,99.4,10.7,,2008
Kiribati,,3.86,0,10.2,,2008
Kuwait,,2.28,14,7.87,,2008
Kyrgyz Republic,,2.91,33.6,11.1,,2008
Lao,,3.24,35.4,12.1,,2008
Latvia,,1.5,15.9,6.04,,2008
Lebanon,,1.6,15.9,10.7,,2008
Lesotho,,3.33,68.4,11.2,,2008
Liberia,,5.11,135,9.9,,2008
Libya,,2.42,2.92,9.93,,2008
Liechtenstein,,,0,,,2008
Lithuania,,1.47,16.2,6.71,,2008
Luxembourg,,1.59,7.05,5.78,,2008
"Macao, China",,1.01,3.74,8.13,,2008
Madagascar,,4.69,130,10.7,,2008
Malawi,,5.47,114,11.1,,2008
Malaysia,,2.17,12.5,10.1,,2008
Maldives,,2.24,11.4,12,,2008
Mali,,6.61,179,10.3,,2008
Malta,,1.38,20.2,6.46,,2008
Marshall Islands,,,0,,,2008
Martinique,,2.04,0,6.65,,2008
Mauritania,,5.02,76.1,10.5,,2008
Mauritius,,1.62,34,8.27,,2008
Mayotte,,4.46,0,9.85,,2008
Mexico,,2.36,68.6,9.49,,2008
"Micronesia, Fed. Sts.",,3.52,22.6,11.3,,2008
Moldova,,1.27,31.9,8.09,,2008
Mongolia,,2.54,20,10.6,,2008
Montenegro,,1.79,16.8,6.83,,2008
Montserrat,,,0,,,2008
Morocco,,2.57,13.4,9.71,,2008
Mozambique,,5.6,139,10.2,,2008
Myanmar,,2.47,14.6,9.06,,2008
Namibia,,3.61,66.4,11.4,,2008
Nauru,,,0,,,2008
Nepal,,2.74,96.5,10.8,,2008
Netherlands,,1.79,4.74,5.95,,2008
Netherlands Antilles,,1.95,0,,,2008
New Caledonia,,2.27,20.1,7.51,,2008
New Zealand,,2.13,29.4,7.1,,2008
Nicaragua,,2.48,110,10.6,,2008
Niger,,7.52,202,9.92,,2008
Nigeria,,5.87,116,10.2,,2008
Niue,,,15.6,,,2008
North Korea,,1.99,0.648,7.88,,2008
North Macedonia,,1.46,20.3,7.53,,2008
Northern Mariana Islands,,,0,,,2008
Norway,,1.98,9.5,6.44,,2008
Oman,,2.9,9.26,11.4,,2008
Pakistan,,3.9,30.2,11.1,,2008
Palau,,,0,,,2008
Palestine,,4.49,51.4,11.9,,2008
Panama,,2.63,79.9,8.79,,2008
Papua New Guinea,,4.04,64.9,9.92,,2008
Paraguay,,2.79,70.1,10.8,,2008
Peru,,2.57,52.3,9.56,,2008
Philippines,,3.21,51,10.3,,2008
Poland,,1.37,13.8,6.4,,2008
Portugal,,1.34,15,5.03,,2008
Puerto Rico,,1.65,52.5,7.58,,2008
Qatar,,2.13,15.9,6.86,,2008
Reunion,,2.41,0,8.1,,2008
Romania,,1.46,39.5,5.82,,2008
Russia,,1.54,27.3,6.04,,2008
Rwanda,,4.64,37.4,11,,2008
Samoa,,4.39,27.2,10.2,,2008
San Marino,,,0,,,2008
Sao Tome and Principe,,4.84,61.8,10.2,,2008
Saudi Arabia,,3.06,15.8,11,,2008
Senegal,,5.08,99.4,10.7,,2008
Serbia,,1.58,21,6.41,,2008
Seychelles,,2.34,73.8,8.08,,2008
Sierra Leone,,5.35,128,10.7,,2008
Singapore,,1.26,5.54,7.13,,2008
Slovak Republic,,1.34,18.8,6.57,,2008
Slovenia,,1.48,5.19,5.03,,2008
Solomon Islands,,4.3,68,10.2,,2008
Somalia,,6.96,69.3,10.4,,2008
South Africa,,2.6,55.7,9.98,,2008
South Korea,,1.18,3.68,6.51,,2008
South Sudan,,5.47,,10.7,,2008
Spain,,1.38,11.9,4.74,,2008
Sri Lanka,,2.23,23,7.91,,2008
St. Helena,,,0,,,2008
St. Kitts and Nevis,,,0,,,2008
St. Lucia,,1.56,59.3,9.63,,2008
St. Vincent and the Grenadines,,2.09,57,9.43,,2008
Sudan,,4.93,58.3,10.4,,2008
Suriname,,2.55,37.6,9.25,,2008
Sweden,,1.94,6.2,6.75,,2008
Switzerland,,1.49,4.32,5.67,,2008
Syria,,3.26,40.3,10.4,,2008
Taiwan,,1.03,4,6.73,,2008
Tajikistan,,3.5,27.3,11.7,,2008
Tanzania,,5.49,130,10.7,,2008
Thailand,,1.55,40.8,7.11,,2008
Timor-Leste,,6.36,60.4,11.5,,2008
Togo,,4.94,60.9,10.3,,2008
Tokelau,,,0,,,2008
Tonga,,3.96,20.6,10.2,,2008
Trinidad and Tobago,,1.8,33.5,7.75,,2008
Tunisia,,2.1,5.15,8.9,,2008
Turkey,,2.17,35.7,8.5,,2008
Turkmenistan,,2.77,18.5,11.1,,2008
Turks and Caicos Islands,,,0,,,2008
Tuvalu,,,0,,,2008
Uganda,,6.25,141,11.2,,2008
Ukraine,,1.42,0,5.74,,2008
United Arab Emirates,,1.9,25.4,8.08,,2008
United Kingdom,,1.88,29.7,6.18,,2008
United States,,2,35.7,6.96,,2008
Uruguay,,2.09,60.3,7.51,,2008
Uzbekistan,,2.46,13.4,11.2,,2008
Vanuatu,,3.55,52.6,10.1,,2008
Venezuela,,2.5,88.9,9.44,,2008
Vietnam,,1.94,25.2,10,,2008
Virgin Islands (U.S.),,2.41,26.1,6.93,,2008
Wallis et Futuna,,,0,,,2008
Western Sahara,,2.56,,10.3,,2008
Yemen,,4.8,73.7,12.5,,2008
Zambia,,5.48,144,10.9,,2008
Zimbabwe,,4.02,60.1,11.7,,2008
Afghanistan,,5.82,107,10.6,,2009
Albania,,1.65,11.2,9.19,,2009
Algeria,,2.89,6.58,10,,2009
American Samoa,,,0,,,2009
Andorra,,,0,,,2009
Angola,,6.16,157,10.6,,2009
Anguilla,,,0,,,2009
Antigua and Barbuda,,2.13,0,7.95,,2009
Argentina,,2.37,68.2,8.32,,2009
Armenia,,1.55,28.3,8.1,,2009
Aruba,,1.7,36.2,6.63,,2009
Australia,,1.93,15.5,6.46,,2009
Austria,,1.44,9.96,5.71,,2009
Azerbaijan,,1.96,32.4,9.64,,2009
Bahamas,,1.87,29.7,8.59,,2009
Bahrain,,2.14,14.9,7.59,,2009
Bangladesh,,2.28,72.5,10.3,,2009
Barbados,,1.78,41.5,6.49,,2009
Belarus,,1.54,20.7,5.78,,2009
Belgium,,1.81,10.3,5.76,,2009
Belize,,2.72,74,10.7,,2009
Benin,,5.36,103,10.6,,2009
Bermuda,,,0,,,2009
Bhutan,,2.38,47,11.9,,2009
Bolivia,,3.2,76.1,10,,2009
Bosnia and Herzegovina,,1.31,14.6,6.49,,2009
Botswana,,2.88,47.1,10.3,,2009
Brazil,,1.81,75.8,8.53,,2009
British Virgin Islands,,,0,,,2009
Brunei,,1.84,23.7,9.07,,2009
Bulgaria,,1.49,45.4,5.1,,2009
Burkina Faso,,5.87,120,10.6,,2009
Burundi,,6.26,20,11.8,,2009
Cambodia,,2.88,36.4,11,,2009
Cameroon,,5.11,120,10.9,,2009
Canada,,1.64,12.3,6.32,,2009
Cape Verde,,2.67,74.1,12.1,,2009
Cayman Islands,,,0,,,2009
Central African Republic,,5.22,102,10.8,,2009
Chad,,6.59,149,10.8,,2009
Channel Islands,,1.44,8.99,5.49,,2009
Chile,,1.88,56.9,8.3,,2009
China,,1.59,8.83,7.06,,2009
Colombia,,2.01,70.6,9.26,,2009
Comoros,,4.92,53.9,10.8,,2009
"Congo, Dem. Rep.",,6.47,183,10.2,,2009
"Congo, Rep.",,4.95,115,9.81,,2009
Cook Is,,,0,,,2009
Costa Rica,,1.92,63.4,9.04,,2009
Cote d'Ivoire,,5.22,115,11.1,,2009
Croatia,,1.47,13.1,5.25,,2009
Cuba,,1.64,44.4,6.32,,2009
Curaçao,,,,7.04,,2009
Cyprus,,1.42,5.89,7.56,,2009
Czech Republic,,1.47,10,5.51,,2009
Denmark,,1.88,5.1,6.15,,2009
Djibouti,,3.3,20.9,10.2,,2009
Dominica,,,0,,,2009
Dominican Republic,,2.6,106,10.2,,2009
Ecuador,,2.66,81.5,9.59,,2009
Egypt,,3.19,43,9.81,,2009
El Salvador,,2.27,78.8,10.3,,2009
Equatorial Guinea,,5.21,118,9.05,,2009
Eritrea,,4.61,58.9,10.9,,2009
Estonia,,1.64,18.4,5.3,,2009
Eswatini,,3.53,74.3,12.1,,2009
Ethiopia,,4.92,57.9,11.1,,2009
Faeroe Islands,,,0,,,2009
Falkland Is (Malvinas),,,0,,,2009
Fiji,,2.67,43.8,9.4,,2009
Finland,,1.87,8.4,6.02,,2009
France,,1.99,6.49,5.75,,2009
French Guiana,,3.56,0,8.47,,2009
French Polynesia,,2.11,49.3,8.76,,2009
Gabon,,4.08,84.6,10.4,,2009
Gambia,,5.71,70.8,11.3,,2009
Georgia,,1.92,41.6,6.73,,2009
Germany,,1.39,8.85,4.95,,2009
Ghana,,4.27,65.9,10.5,,2009
Gibraltar,,,0,,,2009
Greece,,1.41,11.2,4.91,,2009
Greenland,,2.2,50.9,,,2009
Grenada,,2.24,38.2,9.48,,2009
Guadeloupe,,2.03,0,7.29,,2009
Guam,,2.47,50.6,8.76,,2009
Guatemala,,3.38,104,11,,2009
Guinea,,5.34,143,10.9,,2009
Guinea-Bissau,,5.05,102,11,,2009
Guyana,,2.66,59.7,11,,2009
Haiti,,3.33,43.3,10.6,,2009
Honduras,,2.87,88.8,10.8,,2009
"Hong Kong, China",,1.12,3.81,5.64,,2009
Hungary,,1.33,18.4,5.84,,2009
Iceland,,2.07,12.9,7.4,,2009
India,,2.6,79.3,9.54,,2009
Indonesia,,2.48,43.5,8.76,,2009
Iran,,1.77,26.8,9.64,,2009
Iraq,,4.56,90.7,10.6,,2009
Ireland,,2,15.1,6.01,,2009
Israel,,3,14,7.31,,2009
Italy,,1.43,6.56,4.55,,2009
Jamaica,,2.17,72.8,9.63,,2009
Japan,,1.37,5.63,4.54,,2009
Jordan,,3.66,24.8,10.2,,2009
Kazakhstan,,2.67,27.3,8.71,,2009
Kenya,,4.37,98.9,10.6,,2009
Kiribati,,3.84,0,10.2,,2009
Kuwait,,2.22,14.2,7.5,,2009
Kyrgyz Republic,,2.98,33.4,10.8,,2009
Lao,,3.15,33.6,12,,2009
Latvia,,1.51,14.9,5.66,,2009
Lebanon,,1.61,15.7,10.7,,2009
Lesotho,,3.3,65.8,11.1,,2009
Liberia,,5.02,131,9.91,,2009
Libya,,2.41,2.8,9.62,,2009
Liechtenstein,,,0,,,2009
Lithuania,,1.51,13.6,6.57,,2009
Luxembourg,,1.58,7.5,5.75,,2009
"Macao, China",,1.06,4.11,7.43,,2009
Madagascar,,4.6,127,10.8,,2009
Malawi,,5.31,111,11.1,,2009
Malaysia,,2.15,11.6,10.1,,2009
Maldives,,2.23,11,11.4,,2009
Mali,,6.55,176,10.3,,2009
Malta,,1.39,18.9,6.26,,2009
Marshall Islands,,,0,,,2009
Martinique,,2.02,0,6.53,,2009
Mauritania,,4.98,74.5,10.4,,2009
Mauritius,,1.58,33.3,8.27,,2009
Mayotte,,4.36,0,9.67,,2009
Mexico,,2.34,67.5,9.43,,2009
"Micronesia, Fed. Sts.",,3.46,21.2,11.4,,2009
Moldova,,1.27,31,7.71,,2009
Mongolia,,2.64,19.6,9.96,,2009
Montenegro,,1.77,16.2,6.79,,2009
Montserrat,,,0,,,2009
Morocco,,2.58,12.5,9.54,,2009
Mozambique,,5.56,134,10.3,,2009
Myanmar,,2.41,13.7,9.04,,2009
Namibia,,3.61,62.4,11.3,,2009
Nauru,,,0,,,2009
Nepal,,2.61,93.1,10.9,,2009
Netherlands,,1.8,4.58,5.92,,2009
Netherlands Antilles,,1.94,0,,,2009
New Caledonia,,2.26,20.1,7.18,,2009
New Zealand,,2.12,28.8,7.03,,2009
Nicaragua,,2.43,108,10.4,,2009
Niger,,7.49,199,9.98,,2009
Nigeria,,5.84,114,10.2,,2009
Niue,,,0,,,2009
North Korea,,1.98,0.644,7.88,,2009
North Macedonia,,1.47,19.5,7.38,,2009
Northern Mariana Islands,,,0,,,2009
Norway,,1.95,8.4,6.46,,2009
Oman,,2.9,9.28,10.8,,2009
Pakistan,,3.86,29.5,11.1,,2009
Palau,,,0,,,2009
Palestine,,4.42,50.4,12,,2009
Panama,,2.62,78.6,8.72,,2009
Papua New Guinea,,3.99,63.9,9.95,,2009
Paraguay,,2.73,69,10.7,,2009
Peru,,2.55,51.1,9.41,,2009
Philippines,,3.16,49.5,10.3,,2009
Poland,,1.37,13.2,6.18,,2009
Portugal,,1.33,14.2,5.04,,2009
Puerto Rico,,1.61,51.9,7.59,,2009
Qatar,,2.07,15.8,6.17,,2009
Reunion,,2.41,0,8,,2009
Romania,,1.47,36.3,5.53,,2009
Russia,,1.57,25.9,5.61,,2009
Rwanda,,4.52,36.8,10.8,,2009
Samoa,,4.34,26.6,10.3,,2009
San Marino,,,0,,,2009
Sao Tome and Principe,,4.79,59.7,9.98,,2009
Saudi Arabia,,2.96,17.9,10.8,,2009
Senegal,,5.06,96.2,10.6,,2009
Serbia,,1.58,20.4,6.27,,2009
Seychelles,,2.36,62.3,8.07,,2009
Sierra Leone,,5.2,120,10.8,,2009
Singapore,,1.26,5.94,7.21,,2009
Slovak Republic,,1.36,18.1,6.34,,2009
Slovenia,,1.52,4.67,4.83,,2009
Solomon Islands,,4.24,66.9,10.2,,2009
Somalia,,6.87,68.8,10.6,,2009
South Africa,,2.59,53.9,9.71,,2009
South Korea,,1.19,4.39,6.63,,2009
South Sudan,,5.38,,10.7,,2009
Spain,,1.37,10.7,4.68,,2009
Sri Lanka,,2.2,22.7,7.84,,2009
St. Helena,,,0,,,2009
St. Kitts and Nevis,,,0,,,2009
St. Lucia,,1.54,58.2,9.62,,2009
St. Vincent and the Grenadines,,2.07,56.1,9.5,,2009
Sudan,,4.88,56.5,10.5,,2009
Suriname,,2.52,36.8,9.23,,2009
Sweden,,1.99,6.31,6.65,,2009
Switzerland,,1.5,4.19,5.6,,2009
Syria,,3.21,39,10.2,,2009
Taiwan,,0.9,4,6.71,,2009
Tajikistan,,3.51,26.8,11.4,,2009
Tanzania,,5.43,129,10.6,,2009
Thailand,,1.55,39.5,7.02,,2009
Timor-Leste,,6.23,57.7,11.6,,2009
Togo,,4.87,58.7,10.2,,2009
Tokelau,,,0,,,2009
Tonga,,3.91,19.7,10.4,,2009
Trinidad and Tobago,,1.81,32.9,7.37,,2009
Tunisia,,2.14,4.88,8.53,,2009
Turkey,,2.16,33.9,8.41,,2009
Turkmenistan,,2.83,17.9,10.8,,2009
Turks and Caicos Islands,,,0,,,2009
Tuvalu,,,0,,,2009
Uganda,,6.15,136,11.2,,2009
Ukraine,,1.45,28.6,5.43,,2009
United Arab Emirates,,1.87,24.7,7.39,,2009
United Kingdom,,1.89,29.7,6.07,,2009
United States,,1.93,32.9,6.91,,2009
Uruguay,,2.08,59.9,7.51,,2009
Uzbekistan,,2.44,13.2,10.9,,2009
Vanuatu,,3.5,52,9.71,,2009
Venezuela,,2.47,88.4,9.3,,2009
Vietnam,,1.95,24.4,9.73,,2009
Virgin Islands (U.S.),,2.4,24.5,6.85,,2009
Wallis et Futuna,,,0,,,2009
Western Sahara,,2.57,,10.1,,2009
Yemen,,4.67,71.2,12.4,,2009
Zambia,,5.4,142,11,,2009
Zimbabwe,,4.03,57.9,11.5,,2009
